event_id,continent,country,location,event_name,event_date,event_summary,source_url,latitude,longitude,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,cause,fire_spread,urban_fire_resilience_gap,impact,event_year,source_domain,source_grade,city_label_en,building_use_group,building_height_m_reported,building_storeys_reported,external_trigger,arson_trigger,construction_related,facade_fire,valid_geocode,possible_duplicate,analysis_extended,analysis_core,cohort_reason,source_file_sha256,legacy_match_key,population_count_2020_1km_cell,population_density_2020_per_km2,heatwave_days_7d,heatwave_degree_days_c,heatwave_max_t2m_c,heatwave_p90_t2m_c,heatwave_score_0_100,gee_enrichment_status,tmax_percentile_0_100,ghsl_built_surface_m2_1km,ghsl_built_volume_m3_1km,ghsl_mean_building_height_m_1km,ghsl_urbanisation_code_2020,era5_sampling_radius_km,metric_provenance,iso3,context_year,context_year_lag,gdp_per_capita_ppp_constant_2021,urban_population_percent,electricity_access_percent,national_population,ctif_population_thousands,ctif_fire_stations_per_100k,ctif_fire_engines_per_100k,ctif_ladders_per_100k,ctif_career_firefighters_per_100k,ctif_total_firefighters_per_100k,ctif_volunteer_share_percent,ctif_reference_period,ctif_source_page_pdf,ctif_source_file_sha256
HRF-0065,北美洲,United States,"Castle Hills, Texas",The Wedgwood senior-apartment fire,2014-12-28,A fire in an 11-storey senior living high-rise caused extensive smoke spread.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,29.5252,-98.5148,high-rise building fire,senior residential,11 floors; about 30 m,未检索到,older building; built in the 1960s,5.0,,,not established in consulted source,未检索到/待核实,未检索到/待核实,5 deaths; injury count unresolved.,2014,ctif.org,C,Castle Hills,Residential,30.0,11.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2014-12-28|29.5252|-98.5148,637.3113686769451,851.1035527942737,0.0,0.0,21.314060308649687,23.564004466187072,0.0,completed,,,,,,,legacy_exact_date_geo_match,USA,2014.0,0.0,63026.8779187814,80.6242231779766,100.0,319257560.0,336806.0,17.428430609906,21.288219331009543,2.226801185252044,113.71531386020439,302.2808382273475,62.380905608486394,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0066,亚洲,United Arab Emirates,Dubai,The Marina Torch fire,2015-02-21,The Marina Torch高层建筑外立面火灾。死亡 0，受伤 7；表中记录的受影响楼层为 60。,https://www.thenationalnews.com/uae/flat-where-dubai-marina-torch-fire-started-identified-1.32390,25.07725,55.30927,高层建筑外立面火灾,未检索到,79/86层口径并存，约336–352 m；应在主表保留来源口径,60,2011年建成，事发约4年，不属老旧楼宇,0.0,7.0,,51层外部阳台受热源点燃；技术资料认为可能与吸烟材料有关，但公开可访问的最终警察结论未完全确认具体物件,可燃外墙、强风和燃烧坠落物使火势由约51层向上扩散，并在较低楼层形成第二火点,阳台火源管理与可燃外立面体系风险；内部疏散总体有效,无死亡，7人因轻度吸入烟气接受治疗；数百户疏散,2015,thenationalnews.com,B,Dubai,Unknown/other,352.0,86.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-02-21|25.0772|55.3093,693.6489320250762,889.9087886415679,5.0,13.85213403657838,35.25943050824003,30.80319007135206,100.0,completed,,,,,,,legacy_exact_date_geo_match,ARE,2015.0,0.0,75238.5571858454,84.3284383471193,100.0,8505237.0,,,,,,,,,,
HRF-0067,亚洲,Indonesia,Jakarta,Wisma Kosgoro fire,2015-03-10,Wisma Kosgoro高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire destroyed floors 16–20.,https://www.thejakartapost.com/news/2015/03/10/wisma-kosgoro-fire-subdued-short-circuiting-possible-cause.html,-6.21462,106.84513,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。Fire destroyed floors 16–20.,2015,thejakartapost.com,B,Jakarta,Unknown/other,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-03-10|-6.2146|106.8451,13715.95209880281,16032.617415819568,0.0,0.0,29.47331613868181,30.37618333921428,0.0,completed,,,,,,,legacy_exact_date_geo_match,IDN,2015.0,0.0,10893.6621142169,53.1720771789551,97.5,261799249.0,,,,,,,,,,
HRF-0068,欧洲,France,"Puteaux, Paris","Franklin Tower, 100-101 Terr. Boieldieu, Tower A fire",2015-03-17,"Franklin Tower, 100-101 Terr. Boieldieu, Tower A高层建筑火灾；建筑高度记录为 120 m。死亡人数：0。Unstated cause, ignition on 40th flr in technical room, contained by 30 firefighters via internal wet column (a pressurized vertical pipe).",https://m.youtube.com/watch?v=8R1dmAakaUc,48.88341,2.23894,高层建筑火灾,office,120 m,2,未检索到,0.0,,,"Unstated cause, ignition on 40th flr in technical room, contained by 30 firefighters via internal wet column (a pressurized vertical pipe).",未检索到/待核实,未检索到/待核实,"死亡人数：0。Unstated cause, ignition on 40th flr in technical room, contained by 30 firefighters via internal wet column (a pressurized vertical pipe).",2015,m.youtube.com,B,Puteaux,Office/government,120.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-03-17|48.8834|2.2389,8864.591925670387,15664.519882584258,0.0,0.0,16.22285556922958,16.304652557027044,0.0,completed,,,,,,,legacy_exact_date_geo_match,FRA,2015.0,0.0,50682.8953586333,77.7610919150066,100.0,66548272.0,66309.0,9.807115172902622,11.277503807929543,1.8564599074032184,82.19547874345866,381.98887028910104,78.48223203957471,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0069,非洲,Nigeria,Lagos,Mamman Kontagora House fire,2015-04-15,拉各斯Marina一栋高层办公楼发电机房起火，火势向上影响至约7层。,https://ndic.gov.ng/fire-incident-at-mamman-kontagora-house-lagos/,6.448,3.397,high-rise office fire,政府及金融办公楼,至少11层；也有17或22层数据库记录，需建筑档案最终确认,未检索到,未检索到,0.0,,,3层发电机房起火，燃油系统/柴油储存随即参与燃烧；电涌或设备泄漏为同期初步解释,柴油罐、油桶、电缆和其他可燃物使火势从3层扩展至约7层,空中举高设备可达高度有限；多机构供水和协同灭火后控制；机构被迫临时迁址,无人员死亡；多家政府和金融机构办公室受损，NDIC等临时迁出,2015,ndic.gov.ng,A,Lagos,Office/government,,11.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-04-15|6.448|3.397,5203.911409036686,7884.994366737717,0.0,0.0,30.374657273655718,31.19840284628317,0.0,completed,,,,,,,legacy_exact_date_geo_match,NGA,2015.0,0.0,8892.05798673631,55.7325682057138,52.5,190671878.0,,,,,,,,,,
HRF-0070,亚洲,Azerbaijan,Baku,2015 Baku residence high-rise fire,2015-05-19,Unnamed Highrise高层建筑火灾；建筑高度记录为 未列明。死亡人数：16。See 2015 Baku residence building fire,https://president.az/en/articles/view/15197,40.37767,49.89201,高层建筑火灾,residential,16层住宅楼,1,苏联时期住宅楼，事发时已属老旧建筑并经过外墙翻新,15.0,63.0,,公开调查材料未确认最初点火源；低质量聚氨酯外墙材料不是可确认的初始点火原因,翻新安装的可燃聚氨酯外墙材料使火势迅速覆盖16层立面并产生有毒烟气,外墙材料认证、施工验收和消防安全监管存在严重缺陷,官方确认15人死亡、63人受伤；原表16人死亡应修正为15,2015,president.az,B,Baku,Residential,,16.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-05-19|40.3777|49.892,3656.2777211121615,8260.202900077442,0.0,0.0,22.756249761581387,24.44289113432167,0.0,completed,,,,,,,legacy_exact_date_geo_match,AZE,2015.0,0.0,20678.7539572375,55.1570486328276,100.0,9649341.0,,,,,,,,,,
HRF-0071,北美洲,United States,"Las Vegas, Nevada",Cosmopolitan of Las Vegas pool-deck fire,2015-07-25,Cabanas and artificial vegetation burned on a high outdoor pool deck of the hotel tower.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,36.1099,-115.1745,high-rise building fire,hotel/casino,52 floors; about 184 m,未检索到,opened 2010,0.0,2.0,,unknown/undetermined in consulted sources,未检索到/待核实,未检索到/待核实,No deaths; 2 smoke-inhalation injuries listed by CTIF.,2015,ctif.org,C,Las Vegas,Hotel,184.0,52.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-07-25|36.1099|-115.1745,359.1849399063188,516.6129413933924,0.0,0.0,37.61769250286517,42.442338078606575,0.0,completed,,,,,,,legacy_exact_date_geo_match,USA,2015.0,0.0,64367.7188912582,80.5707989535091,100.0,321815121.0,336806.0,17.428430609906,21.288219331009543,2.226801185252044,113.71531386020439,302.2808382273475,62.380905608486394,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0072,亚洲,United Arab Emirates,Sharjah,Al Nasser Tower fire,2015-10-01,Al Nasser Tower高层建筑外立面火灾。死亡 0，受伤 40；表中记录的受影响楼层为 26。,https://www.thenationalnews.com/uae/fire-at-high-rise-residential-tower-in-sharjah-city-centre-1.28357,25.3342,55.41221,高层建筑外立面火灾,residential,未检索到,26,未检索到,0.0,19.0,,未检索到/待核实,火焰沿32层住宅塔楼外立面向上蔓延。,公开来源不足以确认具体消防系统失效；建议保留为待核实。,无人重伤或死亡；19人因呼吸困难接受治疗，约200户家庭暂时失去住所。专题汇编40伤需复核。,2015,thenationalnews.com,B,Sharjah,Residential,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-10-01|25.3342|55.4122,666.7336681211616,858.0346103205156,2.0,2.6049385644439127,39.85971181769122,37.84176062677144,26.049385644439127,completed,,,,,,,legacy_exact_date_geo_match,ARE,2015.0,0.0,75238.5571858454,84.3284383471193,100.0,8505237.0,,,,,,,,,,
HRF-0073,北美洲,United States,"Chicago, Illinois",John Hancock Center 50th-floor fire,2015-11-21,A two-alarm fire broke out on the 50th floor of the 100-storey mixed-use tower.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,41.8988,-87.623,high-rise building fire,mixed office/residential/observation,100 floors; 344 m roof / 457 m antenna,未检索到,completed 1969,0.0,5.0,,not established in consulted source,未检索到/待核实,未检索到/待核实,No deaths; CTIF lists 5 injuries.,2015,ctif.org,C,Chicago,Residential,344.0,100.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-11-21|41.8988|-87.623,7433.805115488335,13611.862356758656,0.0,0.0,15.26688623968164,15.217414126606162,0.0,completed,,,,,,,legacy_exact_date_geo_match,USA,2015.0,0.0,64367.7188912582,80.5707989535091,100.0,321815121.0,336806.0,17.428430609906,21.288219331009543,2.226801185252044,113.71531386020439,302.2808382273475,62.380905608486394,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0074,非洲,Nigeria,Lagos,NECOM House top-floor fire,2015-12-08,NECOM House最高层发生电气火灾，被工作人员和消防部门迅速扑灭。,https://www.vanguardngr.com/2015/12/nitel-building-fire-caused-by-electrical-sparks/,6.449,3.398,skyscraper office fire,办公及通信设施,32层；约160米,未检索到,1979年完工,0.0,0.0,,切换至公共电源后，顶层电缆故障产生电火花,顶层堆放的废旧可燃物加剧火势,高层消防只能沿楼梯接近起火层，但火灾在较短时间内受控,无人员伤亡；顶层局部受损，消防部门称无严重结构损坏,2015,vanguardngr.com,B,Lagos,Office/government,160.0,32.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-12-08|6.449|3.398,5412.1118939003245,7769.275077295957,1.0,0.089314799406079,31.480301339285745,31.390986539879663,0.89314799406079,completed,,,,,,,legacy_exact_date_geo_match,NGA,2015.0,0.0,8892.05798673631,55.7325682057138,52.5,190671878.0,,,,,,,,,,
HRF-0075,亚洲,United Arab Emirates,Dubai,Address Downtown Hotel fire,2015-12-31,Address Downtown Hotel高层建筑外立面火灾。死亡 0，受伤 15；表中记录的受影响楼层为 1。,https://gulfnews.com/uae/crime/short-circuit-caused-address-hotel-fire-say-dubai-police-1.1657190,25.07725,55.30927,高层建筑外立面火灾,hotel,63层，约306 m,1,2008年建成，事发约7年，不属老旧楼宇,0.0,15.0,,14至15层之间建筑景观射灯电线短路,可燃外墙体系使火势沿63层酒店外立面迅速纵向蔓延,外墙材料防火性能和立面电气设备维护风险；疏散与消防响应避免了死亡,无死亡，约15人受伤/接受治疗；大楼疏散,2015,gulfnews.com,B,Dubai,Hotel,306.0,63.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2015-12-31|25.0772|55.3093,693.6489320250762,889.9087886415679,0.0,0.0,27.921620536839328,29.58469548926132,0.0,completed,,,,,,,legacy_exact_date_geo_match,ARE,2015.0,0.0,75238.5571858454,84.3284383471193,100.0,8505237.0,,,,,,,,,,
HRF-0076,欧洲,France,Paris,Tour Anvers (in Les Olympiades residential complex) fire,2016-01-12,"Tour Anvers (in Les Olympiades residential complex)高层建筑火灾；建筑高度记录为 104 m。死亡人数：1。16th of 31 flrs, contained to apt without spreading, 1 killed, 31-year-old woman with muscle disability.",https://www.leparisien.fr/paris-75/paris-75013/paris-incendie-mortel-dans-une-tour-des-olympiades-12-01-2016-5444163.php,48.85341,2.3488,高层建筑火灾,residential,104 m,未检索到,未检索到,1.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,"死亡人数：1。16th of 31 flrs, contained to apt without spreading, 1 killed, 31-year-old woman with muscle disability.",2016,leparisien.fr,B,Paris,Residential,104.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-01-12|48.8534|2.3488,11249.134274900309,19867.00752254484,0.0,0.0,10.633349069608355,11.537479562680144,0.0,completed,,,,,,,legacy_exact_date_geo_match,FRA,2016.0,0.0,50984.075297832,78.5999114705779,100.0,66724104.0,66309.0,9.807115172902622,11.277503807929543,1.8564599074032184,82.19547874345866,381.98887028910104,78.48223203957471,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0077,欧洲,France,Saint-Denis,Avenue Romain-Rolland apartment-tower fire,2016-01-13,An unidentified tower on avenue Romain-Rolland高层建筑火灾；建筑高度记录为 33 m。死亡人数：1。,https://www.leparisien.fr/seine-saint-denis-93/saint-denis-93200/saint-denis-une-femme-meurt-dans-un-incendie-13-01-2016-5447941.php,48.93564,2.35387,高层建筑火灾,未检索到,33 m,未检索到,未检索到,1.0,,,公开报道未查明原因。,火灾位于11层住宅楼1层，烟气经楼梯间向上扩散。,未检索到消防系统或管理失效的独立证据。,1名90岁女性死亡，另有3人轻度吸入烟气。,2016,leparisien.fr,B,Saint-Denis,Unknown/other,33.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-01-13|48.9356|2.3539,5872.451769959201,10388.791436335208,0.0,0.0,10.583366491005222,11.45802530466732,0.0,completed,,,,,,,legacy_exact_date_geo_match,FRA,2016.0,0.0,50984.075297832,78.5999114705779,100.0,66724104.0,66309.0,9.807115172902622,11.277503807929543,1.8564599074032184,82.19547874345866,381.98887028910104,78.48223203957471,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0078,亚洲,United Arab Emirates,Ajman,Ajman One Complex fire,2016-03-28,Ajman One Complex高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://www.bbc.com/news/world-middle-east-35913988,25.40177,55.47878,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,2016,bbc.com,B,Ajman,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-03-28|25.4018|55.4788,1397.656356829002,1797.9218308141824,1.0,1.3971588134765651,33.933511352539085,32.53635253906252,13.971588134765652,completed,,,,,,,legacy_exact_date_geo_match,ARE,2016.0,0.0,75671.036861385,84.5093991669984,100.0,8935095.0,,,,,,,,,,
HRF-0079,亚洲,中国 / China,"隆盛大厦，洪武路23号，秦淮区，南京市，江苏省 / Longsheng Building, 23 Hongwu Road, Qinhuai District, Nanjing, Jiangsu",南京隆盛大厦火灾 / Nanjing Longsheng Building fire,2016-05-03,南京隆盛大厦6层空调机组故障引燃外立面，火势沿外墙蔓延至高层，无人员伤亡。,https://news.voc.com.cn/mobile/news/201605/25612402.html,32.06167,118.77778,高层建筑外立面火灾,办公楼/写字楼,28层；火灾由6层外墙蔓延至26层附近,6至26层外立面,未检索到,0.0,0.0,,6层平台中央空调机组故障，引燃楼体南侧部分铝皮外立面,火势在大风条件下沿外立面由6层快速蔓延至26层附近,外立面竖向快速蔓延，楼下约20辆汽车受损,无人员伤亡；明火约30分钟后扑灭,2016,news.voc.com.cn,B,Nanjing,Office/government,,28.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-05-03|32.0617|118.7778,36286.262050739286,49890.60316580373,0.0,0.0,28.769837324134187,30.314880432745397,0.0,completed,,,,,,,legacy_exact_date_geo_match,CHN,2016.0,0.0,15772.8372607502,58.8399238586426,100.0,1387790000.0,1386000.0,,,,9.37950937950938,550.5050505050506,98.2961992136304,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0080,欧洲,France,Paris 20e,158 bd Davout fire,2016-06-01,"158 bd Davout高层建筑火灾；建筑高度记录为 21 m。死亡人数：1。3rd through 7th of 7 flrs, 8 injured.",https://www.leparisien.fr/paris-75/paris-75020/paris-xxe-un-mort-et-deux-blesses-graves-dans-l-incendie-d-un-immeuble-01-06-2016-5846939.php,48.8646,2.3984,高层建筑火灾,未检索到,21 m,未检索到,未检索到,1.0,8.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,"死亡人数：1。3rd through 7th of 7 flrs, 8 injured.",2016,leparisien.fr,B,Paris 20e,Unknown/other,21.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-06-01|48.8646|2.3984,19743.500664095136,34876.26896342419,0.0,0.0,22.82694025812924,27.42831204904093,0.0,completed,,,,,,,legacy_exact_date_geo_match,FRA,2016.0,0.0,50984.075297832,78.5999114705779,100.0,66724104.0,66309.0,9.807115172902622,11.277503807929543,1.8564599074032184,82.19547874345866,381.98887028910104,78.48223203957471,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0081,亚洲,United Arab Emirates,Dubai,Sulafa Tower fire,2016-07-20,Sulafa Tower高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 30。,https://www.bbc.com/news/world-middle-east-36848521,25.07725,55.30927,高层建筑外立面火灾,未检索到,288 m,30,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 30。,2016,bbc.com,B,Dubai,Unknown/other,288.0,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-07-20|25.0772|55.3093,693.6489320250762,889.9087886415679,2.0,2.2104979812457373,46.83889209378145,45.30885318222866,22.104979812457373,completed,,,,,,,legacy_exact_date_geo_match,ARE,2016.0,0.0,75671.036861385,84.5093991669984,100.0,8935095.0,,,,,,,,,,
HRF-0082,欧洲,United Kingdom,London,Shepherds Court fire,2016-08-19,Shepherds Court高层建筑外立面火灾。死亡 0，受伤 1；表中记录的受影响楼层为 3。,https://www.theguardian.com/uk-news/2016/aug/19/fire-crews-tackle-blaze-at-shepherds-bush-tower-block-london,51.5053,-0.2269,高层建筑外立面火灾,residential,未检索到,3,未检索到,0.0,1.0,,未核实。,未检索到/待核实,未检索到/待核实,死亡 0，受伤 1；表中记录的受影响楼层为 3。,2016,theguardian.com,B,London,Residential,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-08-19|51.5053|-0.2269,7621.694173049027,14229.220304739743,0.0,0.0,23.450278873507383,25.325376983948782,0.0,completed,,,,,,,legacy_exact_date_geo_match,GBR,2016.0,0.0,51168.2925796814,82.0229991698295,100.0,65606000.0,64903.0,3.163181979261359,4.4682064003204784,0.3620787945087284,61.78450919063834,93.21603007565136,2.3140495867768593,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0083,亚洲,Indonesia,Jakarta,Neo Soho Project fire,2016-11-09,Neo Soho Project高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 7。,https://apfmag.mdmpublishing.com/a-perspective-on-high-rise-building-fires-involving-the-facade/,-6.21462,106.84513,高层建筑外立面火灾,未检索到,未检索到,7,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 7。,2016,apfmag.mdmpublishing.com,B,Jakarta,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-11-09|-6.2146|106.8451,13715.95209880281,16032.617415819568,0.0,0.0,31.13104870728779,31.846008978949705,0.0,completed,,,,,,,legacy_exact_date_geo_match,IDN,2016.0,0.0,11319.6634287738,53.812557220459,97.6,264627418.0,,,,,,,,,,
HRF-0084,亚洲,United Arab Emirates,Sharjah,Al Bandary Tower B fire,2016-12-01,Al Bandary Tower B高层建筑外立面火灾。死亡 0，受伤 4；表中记录的受影响楼层为 1。,https://gulfnews.com/uae/sharjah-fire-tenants-move-into-tower-a-1.1938866,25.3342,55.41221,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,4.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 4；表中记录的受影响楼层为 1。,2016,gulfnews.com,B,Sharjah,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-12-01|25.3342|55.4122,666.7336681211616,858.0346103205156,0.0,0.0,29.453995875308408,28.67527963738697,0.0,completed,,,,,,,legacy_exact_date_geo_match,ARE,2016.0,0.0,75671.036861385,84.5093991669984,100.0,8935095.0,,,,,,,,,,
HRF-0085,亚洲,United Arab Emirates,Dubai,Oceana Adriatic Building fire,2016-12-13,Oceana Adriatic Building高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://www.khaleejtimes.com/nation/dubai/update-fire-put-out-at-dubais-palm-jumeirah-building,25.07725,55.30927,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,2016,khaleejtimes.com,B,Dubai,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2016-12-13|25.0772|55.3093,693.6489320250762,889.9087886415679,0.0,0.0,28.27104673605362,29.58469548926132,0.0,completed,,,,,,,legacy_exact_date_geo_match,ARE,2016.0,0.0,75671.036861385,84.5093991669984,100.0,8935095.0,,,,,,,,,,
HRF-0086,亚洲,Iran,Tehran,Plasco Building fire,2017-01-19,Plasco Building高层建筑火灾；建筑高度记录为 42 m。死亡人数：21。The 17-story building collapsed after a fire started on the ninth floor. Seventy injured.,https://www.fcaj.gr.jp/ifcaa/jp/Disaster_Report_2009-2017.pdf,35.69439,51.42151,高层建筑火灾,未检索到,约17层，约42 m,未检索到,1962年建成，事发约55年，明确老旧高层,21.0,,,The 17-story building collapsed after a fire started on the ninth floor.,楼内大量纺织品等高火荷载及长时间燃烧造成结构失稳，最终整体坍塌,多年消防安全警告未落实；老旧高层缺乏有效喷淋/报警和疏散管理，监管与业主管理失效,21人死亡（含16名消防员）、约70人受伤；建筑完全坍塌,2017,fcaj.gr.jp,B,Tehran,Unknown/other,42.0,17.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2017-01-19|35.6944|51.4215,3771.3805022663432,5396.454317523461,0.0,0.0,7.92300954050836,10.31378039075186,0.0,completed,,,,,,,legacy_exact_date_geo_match,IRN,2017.0,0.0,16167.9677224227,74.4011840820312,99.9,85026754.0,64000.0,0.70625,2.03125,0.03125,14.5078125,14.5078125,,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
HRF-0087,亚洲,United Arab Emirates,Dubai,Address Residences Fountain Views fire,2017-03-02,Address Residences Fountain Views高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 3。,https://www.telegraph.co.uk/news/2017/04/02/dramatic-scenes-fire-engulfs-skyscraper-downtown-dubai/,25.07725,55.30927,高层建筑外立面火灾,未检索到,未检索到,3,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 3。,2017,telegraph.co.uk,B,Dubai,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2017-03-02|25.0772|55.3093,693.6489320250762,889.9087886415679,0.0,0.0,29.79993035804296,34.79801229778707,0.0,completed,,,,,,,legacy_exact_date_geo_match,ARE,2017.0,0.0,72529.0423512365,84.686675718659,100.0,9223225.0,,,,,,,,,,
HRF-0088,亚洲,Iran,Tehran,Pamchal Chitgar Building fire,2017-06-14,Pamchal Chitgar Building高层建筑火灾；建筑高度记录为 66 m。死亡人数：0。The residential 20-storey tower – four injured,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,35.69439,51.42151,高层建筑火灾,residential,66 m,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。The residential 20-storey tower – four injured,2017,en.wikipedia.org,C,Tehran,Residential,66.0,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5,2017-06-14|35.6944|51.4215,3771.3805022663432,5396.454317523461,0.0,0.0,35.36920487044699,35.81449264922702,0.0,completed,,,,,,,legacy_exact_date_geo_match,IRN,2017.0,0.0,16167.9677224227,74.4011840820312,99.9,85026754.0,64000.0,0.70625,2.03125,0.03125,14.5078125,14.5078125,,most recent national data reported during 2010-2023,49.0,2feed2884d17906fdc9ebb169b2d6edf40d0365c82aafa2f8693cfa574a1ce5e
