event_id,continent,country,location,event_name,event_date,event_summary,source_url,latitude,longitude,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,cause,fire_spread,urban_fire_resilience_gap,impact,event_year,source_domain,source_grade,city_label_en,building_use_group,building_height_m_reported,building_storeys_reported,external_trigger,arson_trigger,construction_related,facade_fire,valid_geocode,possible_duplicate,analysis_extended,analysis_core,cohort_reason,source_file_sha256
HRF-0062,亚洲,India,Mumbai,Lotus Park building fire,2014-07-18,Lotus Park building高层建筑火灾；建筑高度记录为 未列明。死亡人数：1。,https://www.panvelcorporation.com/Panvel_Backend/public/assets/uploads/adhiniyam/1750671514_858_16.09.2015_Circular-MFS-Regarding_Fire_Audit_-16.09.2015.pdf,19.07283,72.88261,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,1.0,,,中央服务器机房电气短路。,火灾在高层办公室复燃并扩大；高处、风和玻璃幕墙条件增加扑救困难。,主动与被动消防系统存在多项缺陷，违反消防无异议证书条件。,马哈拉施特拉邦官方通报为1名消防员死亡、3人受伤；Indian Express报道1死20伤，伤者口径需说明。,2014,panvelcorporation.com,B,Mumbai,Unknown/other,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0063,欧洲,Russia,Krasnoyarsk,Krasnoyarsk Apartments fire,2014-09-21,Krasnoyarsk Apartments高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 25。,https://www.fontanka.ru/2014/09/22/68815228/,56.03742,92.93136,高层建筑外立面火灾,residential,未检索到,25,未检索到,0.0,0.0,,住户在阳台密封维修中违规使用焊接设备，点燃外部材料；报道将其称为初步/调查结论。,火势沿通风外墙覆层蔓延至25层并影响多面立面。,住户热作业安全控制与可燃通风幕墙系统风险；相比之下，自动火灾报警及时动作有助于疏散。,无人死亡或受伤；约90套公寓受损，219人需要安置。,2014,fontanka.ru,B,Krasnoyarsk,Residential,,,False,False,True,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0064,大洋洲,Australia,Melbourne,Lacrosse Apartments fire,2014-11-25,Lacrosse Apartments高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire started on an 8th floor balcony and rapidly spread up the facade cladding.,https://news.cfa.vic.gov.au/news/docklands-high-rise-fire-2014---case-study,-37.814,144.96332,高层建筑火灾,住宅为主的混合用途建筑,23层；有效高度约56.7–58.7米,16,2012年6月获入住许可,0.0,0.0,450.0,8层阳台上未熄灭烟头引燃塑料容器和阳台可燃物,含聚乙烯芯的铝复合板、泡沫保温和PVC构件造成快速竖向外立面蔓延，火由约6层延至21层,外墙材料不符合规范；部分单元过度居住，消防应急广播在受影响楼层受损；但室内喷淋和消防竖管有效限制内部蔓延,约450–500人疏散，无死亡和严重伤害；多层受火、烟、水影响，损失超过1200万澳元索赔规模,2014,news.cfa.vic.gov.au,A,Melbourne,Residential,58.7,23.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0065,北美洲,United States,"Castle Hills, Texas",The Wedgwood senior-apartment fire,2014-12-28,A fire in an 11-storey senior living high-rise caused extensive smoke spread.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,29.5252,-98.5148,high-rise building fire,senior residential,11 floors; about 30 m,未检索到,older building; built in the 1960s,5.0,,,not established in consulted source,未检索到/待核实,未检索到/待核实,5 deaths; injury count unresolved.,2014,ctif.org,C,Castle Hills,Residential,30.0,11.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0066,亚洲,United Arab Emirates,Dubai,The Marina Torch fire,2015-02-21,The Marina Torch高层建筑外立面火灾。死亡 0，受伤 7；表中记录的受影响楼层为 60。,https://www.thenationalnews.com/uae/flat-where-dubai-marina-torch-fire-started-identified-1.32390,25.07725,55.30927,高层建筑外立面火灾,未检索到,79/86层口径并存，约336–352 m；应在主表保留来源口径,60,2011年建成，事发约4年，不属老旧楼宇,0.0,7.0,,51层外部阳台受热源点燃；技术资料认为可能与吸烟材料有关，但公开可访问的最终警察结论未完全确认具体物件,可燃外墙、强风和燃烧坠落物使火势由约51层向上扩散，并在较低楼层形成第二火点,阳台火源管理与可燃外立面体系风险；内部疏散总体有效,无死亡，7人因轻度吸入烟气接受治疗；数百户疏散,2015,thenationalnews.com,B,Dubai,Unknown/other,352.0,86.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0067,亚洲,Indonesia,Jakarta,Wisma Kosgoro fire,2015-03-10,Wisma Kosgoro高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire destroyed floors 16–20.,https://www.thejakartapost.com/news/2015/03/10/wisma-kosgoro-fire-subdued-short-circuiting-possible-cause.html,-6.21462,106.84513,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。Fire destroyed floors 16–20.,2015,thejakartapost.com,B,Jakarta,Unknown/other,,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0068,欧洲,France,"Puteaux, Paris","Franklin Tower, 100-101 Terr. Boieldieu, Tower A fire",2015-03-17,"Franklin Tower, 100-101 Terr. Boieldieu, Tower A高层建筑火灾；建筑高度记录为 120 m。死亡人数：0。Unstated cause, ignition on 40th flr in technical room, contained by 30 firefighters via internal wet column (a pressurized vertical pipe).",https://m.youtube.com/watch?v=8R1dmAakaUc,48.88341,2.23894,高层建筑火灾,office,120 m,2,未检索到,0.0,,,"Unstated cause, ignition on 40th flr in technical room, contained by 30 firefighters via internal wet column (a pressurized vertical pipe).",未检索到/待核实,未检索到/待核实,"死亡人数：0。Unstated cause, ignition on 40th flr in technical room, contained by 30 firefighters via internal wet column (a pressurized vertical pipe).",2015,m.youtube.com,B,Puteaux,Office/government,120.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0069,非洲,Nigeria,Lagos,Mamman Kontagora House fire,2015-04-15,拉各斯Marina一栋高层办公楼发电机房起火，火势向上影响至约7层。,https://ndic.gov.ng/fire-incident-at-mamman-kontagora-house-lagos/,6.448,3.397,high-rise office fire,政府及金融办公楼,至少11层；也有17或22层数据库记录，需建筑档案最终确认,未检索到,未检索到,0.0,,,3层发电机房起火，燃油系统/柴油储存随即参与燃烧；电涌或设备泄漏为同期初步解释,柴油罐、油桶、电缆和其他可燃物使火势从3层扩展至约7层,空中举高设备可达高度有限；多机构供水和协同灭火后控制；机构被迫临时迁址,无人员死亡；多家政府和金融机构办公室受损，NDIC等临时迁出,2015,ndic.gov.ng,A,Lagos,Office/government,,11.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0070,亚洲,Azerbaijan,Baku,2015 Baku residence high-rise fire,2015-05-19,Unnamed Highrise高层建筑火灾；建筑高度记录为 未列明。死亡人数：16。See 2015 Baku residence building fire,https://president.az/en/articles/view/15197,40.37767,49.89201,高层建筑火灾,residential,16层住宅楼,1,苏联时期住宅楼，事发时已属老旧建筑并经过外墙翻新,15.0,63.0,,公开调查材料未确认最初点火源；低质量聚氨酯外墙材料不是可确认的初始点火原因,翻新安装的可燃聚氨酯外墙材料使火势迅速覆盖16层立面并产生有毒烟气,外墙材料认证、施工验收和消防安全监管存在严重缺陷,官方确认15人死亡、63人受伤；原表16人死亡应修正为15,2015,president.az,B,Baku,Residential,,16.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0071,北美洲,United States,"Las Vegas, Nevada",Cosmopolitan of Las Vegas pool-deck fire,2015-07-25,Cabanas and artificial vegetation burned on a high outdoor pool deck of the hotel tower.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,36.1099,-115.1745,high-rise building fire,hotel/casino,52 floors; about 184 m,未检索到,opened 2010,0.0,2.0,,unknown/undetermined in consulted sources,未检索到/待核实,未检索到/待核实,No deaths; 2 smoke-inhalation injuries listed by CTIF.,2015,ctif.org,C,Las Vegas,Hotel,184.0,52.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0072,亚洲,United Arab Emirates,Sharjah,Al Nasser Tower fire,2015-10-01,Al Nasser Tower高层建筑外立面火灾。死亡 0，受伤 40；表中记录的受影响楼层为 26。,https://www.thenationalnews.com/uae/fire-at-high-rise-residential-tower-in-sharjah-city-centre-1.28357,25.3342,55.41221,高层建筑外立面火灾,residential,未检索到,26,未检索到,0.0,19.0,,未检索到/待核实,火焰沿32层住宅塔楼外立面向上蔓延。,公开来源不足以确认具体消防系统失效；建议保留为待核实。,无人重伤或死亡；19人因呼吸困难接受治疗，约200户家庭暂时失去住所。专题汇编40伤需复核。,2015,thenationalnews.com,B,Sharjah,Residential,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0073,北美洲,United States,"Chicago, Illinois",John Hancock Center 50th-floor fire,2015-11-21,A two-alarm fire broke out on the 50th floor of the 100-storey mixed-use tower.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,41.8988,-87.623,high-rise building fire,mixed office/residential/observation,100 floors; 344 m roof / 457 m antenna,未检索到,completed 1969,0.0,5.0,,not established in consulted source,未检索到/待核实,未检索到/待核实,No deaths; CTIF lists 5 injuries.,2015,ctif.org,C,Chicago,Residential,344.0,100.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0074,非洲,Nigeria,Lagos,NECOM House top-floor fire,2015-12-08,NECOM House最高层发生电气火灾，被工作人员和消防部门迅速扑灭。,https://www.vanguardngr.com/2015/12/nitel-building-fire-caused-by-electrical-sparks/,6.449,3.398,skyscraper office fire,办公及通信设施,32层；约160米,未检索到,1979年完工,0.0,0.0,,切换至公共电源后，顶层电缆故障产生电火花,顶层堆放的废旧可燃物加剧火势,高层消防只能沿楼梯接近起火层，但火灾在较短时间内受控,无人员伤亡；顶层局部受损，消防部门称无严重结构损坏,2015,vanguardngr.com,B,Lagos,Office/government,160.0,32.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0075,亚洲,United Arab Emirates,Dubai,Address Downtown Hotel fire,2015-12-31,Address Downtown Hotel高层建筑外立面火灾。死亡 0，受伤 15；表中记录的受影响楼层为 1。,https://gulfnews.com/uae/crime/short-circuit-caused-address-hotel-fire-say-dubai-police-1.1657190,25.07725,55.30927,高层建筑外立面火灾,hotel,63层，约306 m,1,2008年建成，事发约7年，不属老旧楼宇,0.0,15.0,,14至15层之间建筑景观射灯电线短路,可燃外墙体系使火势沿63层酒店外立面迅速纵向蔓延,外墙材料防火性能和立面电气设备维护风险；疏散与消防响应避免了死亡,无死亡，约15人受伤/接受治疗；大楼疏散,2015,gulfnews.com,B,Dubai,Hotel,306.0,63.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0076,欧洲,France,Paris,Tour Anvers (in Les Olympiades residential complex) fire,2016-01-12,"Tour Anvers (in Les Olympiades residential complex)高层建筑火灾；建筑高度记录为 104 m。死亡人数：1。16th of 31 flrs, contained to apt without spreading, 1 killed, 31-year-old woman with muscle disability.",https://www.leparisien.fr/paris-75/paris-75013/paris-incendie-mortel-dans-une-tour-des-olympiades-12-01-2016-5444163.php,48.85341,2.3488,高层建筑火灾,residential,104 m,未检索到,未检索到,1.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,"死亡人数：1。16th of 31 flrs, contained to apt without spreading, 1 killed, 31-year-old woman with muscle disability.",2016,leparisien.fr,B,Paris,Residential,104.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0077,欧洲,France,Saint-Denis,Avenue Romain-Rolland apartment-tower fire,2016-01-13,An unidentified tower on avenue Romain-Rolland高层建筑火灾；建筑高度记录为 33 m。死亡人数：1。,https://www.leparisien.fr/seine-saint-denis-93/saint-denis-93200/saint-denis-une-femme-meurt-dans-un-incendie-13-01-2016-5447941.php,48.93564,2.35387,高层建筑火灾,未检索到,33 m,未检索到,未检索到,1.0,,,公开报道未查明原因。,火灾位于11层住宅楼1层，烟气经楼梯间向上扩散。,未检索到消防系统或管理失效的独立证据。,1名90岁女性死亡，另有3人轻度吸入烟气。,2016,leparisien.fr,B,Saint-Denis,Unknown/other,33.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0078,亚洲,United Arab Emirates,Ajman,Ajman One Complex fire,2016-03-28,Ajman One Complex高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://www.bbc.com/news/world-middle-east-35913988,25.40177,55.47878,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,2016,bbc.com,B,Ajman,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0079,亚洲,中国 / China,"隆盛大厦，洪武路23号，秦淮区，南京市，江苏省 / Longsheng Building, 23 Hongwu Road, Qinhuai District, Nanjing, Jiangsu",南京隆盛大厦火灾 / Nanjing Longsheng Building fire,2016-05-03,南京隆盛大厦6层空调机组故障引燃外立面，火势沿外墙蔓延至高层，无人员伤亡。,https://news.voc.com.cn/mobile/news/201605/25612402.html,32.06167,118.77778,高层建筑外立面火灾,办公楼/写字楼,28层；火灾由6层外墙蔓延至26层附近,6至26层外立面,未检索到,0.0,0.0,,6层平台中央空调机组故障，引燃楼体南侧部分铝皮外立面,火势在大风条件下沿外立面由6层快速蔓延至26层附近,外立面竖向快速蔓延，楼下约20辆汽车受损,无人员伤亡；明火约30分钟后扑灭,2016,news.voc.com.cn,B,Nanjing,Office/government,,28.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0080,欧洲,France,Paris 20e,158 bd Davout fire,2016-06-01,"158 bd Davout高层建筑火灾；建筑高度记录为 21 m。死亡人数：1。3rd through 7th of 7 flrs, 8 injured.",https://www.leparisien.fr/paris-75/paris-75020/paris-xxe-un-mort-et-deux-blesses-graves-dans-l-incendie-d-un-immeuble-01-06-2016-5846939.php,48.8646,2.3984,高层建筑火灾,未检索到,21 m,未检索到,未检索到,1.0,8.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,"死亡人数：1。3rd through 7th of 7 flrs, 8 injured.",2016,leparisien.fr,B,Paris 20e,Unknown/other,21.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0081,亚洲,United Arab Emirates,Dubai,Sulafa Tower fire,2016-07-20,Sulafa Tower高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 30。,https://www.bbc.com/news/world-middle-east-36848521,25.07725,55.30927,高层建筑外立面火灾,未检索到,288 m,30,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 30。,2016,bbc.com,B,Dubai,Unknown/other,288.0,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0082,欧洲,United Kingdom,London,Shepherds Court fire,2016-08-19,Shepherds Court高层建筑外立面火灾。死亡 0，受伤 1；表中记录的受影响楼层为 3。,https://www.theguardian.com/uk-news/2016/aug/19/fire-crews-tackle-blaze-at-shepherds-bush-tower-block-london,51.5053,-0.2269,高层建筑外立面火灾,residential,未检索到,3,未检索到,0.0,1.0,,未核实。,未检索到/待核实,未检索到/待核实,死亡 0，受伤 1；表中记录的受影响楼层为 3。,2016,theguardian.com,B,London,Residential,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0083,亚洲,Indonesia,Jakarta,Neo Soho Project fire,2016-11-09,Neo Soho Project高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 7。,https://apfmag.mdmpublishing.com/a-perspective-on-high-rise-building-fires-involving-the-facade/,-6.21462,106.84513,高层建筑外立面火灾,未检索到,未检索到,7,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 7。,2016,apfmag.mdmpublishing.com,B,Jakarta,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0084,亚洲,United Arab Emirates,Sharjah,Al Bandary Tower B fire,2016-12-01,Al Bandary Tower B高层建筑外立面火灾。死亡 0，受伤 4；表中记录的受影响楼层为 1。,https://gulfnews.com/uae/sharjah-fire-tenants-move-into-tower-a-1.1938866,25.3342,55.41221,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,4.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 4；表中记录的受影响楼层为 1。,2016,gulfnews.com,B,Sharjah,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0085,亚洲,United Arab Emirates,Dubai,Oceana Adriatic Building fire,2016-12-13,Oceana Adriatic Building高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 1。,https://www.khaleejtimes.com/nation/dubai/update-fire-put-out-at-dubais-palm-jumeirah-building,25.07725,55.30927,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 1。,2016,khaleejtimes.com,B,Dubai,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0086,亚洲,Iran,Tehran,Plasco Building fire,2017-01-19,Plasco Building高层建筑火灾；建筑高度记录为 42 m。死亡人数：21。The 17-story building collapsed after a fire started on the ninth floor. Seventy injured.,https://www.fcaj.gr.jp/ifcaa/jp/Disaster_Report_2009-2017.pdf,35.69439,51.42151,高层建筑火灾,未检索到,约17层，约42 m,未检索到,1962年建成，事发约55年，明确老旧高层,21.0,,,The 17-story building collapsed after a fire started on the ninth floor.,楼内大量纺织品等高火荷载及长时间燃烧造成结构失稳，最终整体坍塌,多年消防安全警告未落实；老旧高层缺乏有效喷淋/报警和疏散管理，监管与业主管理失效,21人死亡（含16名消防员）、约70人受伤；建筑完全坍塌,2017,fcaj.gr.jp,B,Tehran,Unknown/other,42.0,17.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0087,亚洲,United Arab Emirates,Dubai,Address Residences Fountain Views fire,2017-03-02,Address Residences Fountain Views高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 3。,https://www.telegraph.co.uk/news/2017/04/02/dramatic-scenes-fire-engulfs-skyscraper-downtown-dubai/,25.07725,55.30927,高层建筑外立面火灾,未检索到,未检索到,3,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 3。,2017,telegraph.co.uk,B,Dubai,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0088,亚洲,Iran,Tehran,Pamchal Chitgar Building fire,2017-06-14,Pamchal Chitgar Building高层建筑火灾；建筑高度记录为 66 m。死亡人数：0。The residential 20-storey tower – four injured,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,35.69439,51.42151,高层建筑火灾,residential,66 m,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。The residential 20-storey tower – four injured,2017,en.wikipedia.org,C,Tehran,Residential,66.0,,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0089,欧洲,United Kingdom,"North Kensington, London, England, United Kingdom",Grenfell Tower fire,2017-06-14,24层社会住宅冰箱起火后突破窗户并经可燃外墙系统迅速包覆整栋塔楼。,https://assets.publishing.service.gov.uk/media/66d817aa701781e1b341dbd3/CCS0923434692-004_GTI_Phase_2_Volume_1_BOOKMARKED.pdf,51.5131,-0.2159,high-rise residential façade fire,residential / social housing,24 storeys,24,completed 1974; refurbished 2015-2016,72.0,,,4层住宅冰箱冷藏冷冻机的电气故障起火。,可燃雨幕板、聚异氰脲酸酯保温层及外墙空腔使火焰绕过防火分隔并迅速包围大楼。,外墙产品测试与认证、建筑法规和监管、业主管理、消防响应及疏散策略存在多层系统性失效。,72人死亡，建筑毁损并引发全国建筑安全改革,2017,assets.publishing.service.gov.uk,A,North Kensington,Residential,,24.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0090,北美洲,United States,"Honolulu, Hawaii",Marco Polo condominium fire,2017-07-14,Fire started on the 26th floor of a 36-storey condominium and spread to additional floors.,https://en.wikipedia.org/wiki/Marco_Polo_condo_fire,21.2883,-157.826,high-rise building fire,residential condominium,36 floors; 118.8 m,未检索到,completed 1971; older unsprinklered high-rise,4.0,13.0,,undetermined,未检索到/待核实,未检索到/待核实,"4 deaths, 13 injuries and more than 200 units damaged or affected.",2017,en.wikipedia.org,C,Honolulu,Residential,118.8,36.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0091,亚洲,Iran,Mashhad,Rotana Hotel Building fire,2017-07-22,Rotana Hotel Building高层建筑火灾；建筑高度记录为 66 m。死亡人数：0。Under construction 20-storey hotel,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,36.29807,59.60567,高层建筑火灾,hotel,66 m,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。Under construction 20-storey hotel,2017,en.wikipedia.org,C,Mashhad,Hotel,66.0,,False,False,True,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0092,亚洲,United Arab Emirates,Dubai,The Marina Torch fire,2017-08-04,The Marina Torch高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 64/87。,https://www.bbc.com/news/world-middle-east-40822269,25.07725,55.30927,高层建筑外立面火灾,未检索到,336.8 m,64/87,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 64/87。,2017,bbc.com,B,Dubai,Unknown/other,336.8,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0093,欧洲,United Kingdom,"Northern Quarter, Manchester, England, United Kingdom",Lighthouse Apartments fire,2017-12-30,12层住宅楼9层起火，火焰通过木质阳台向10至11层传播。,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,53.4843,-2.235,high-rise residential exterior fire,residential,12 storeys; floors 9-11 affected,未检索到,未检索到,0.0,4.0,,来源未给出最终起火原因；木质阳台促进竖向传播。,未检索到/待核实,未检索到/待核实,3人接受烟气吸入治疗，1人送院；无死亡。,2017,ctif.org,C,Northern Quarter,Residential,,12.0,False,False,False,True,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0094,亚洲,中国 / China,"绿地原盛国际3号楼C座，郑东新区，郑州市，河南省 / Greenland Yuansheng International Building 3C, Zhengdong New Area, Zhengzhou, Henan",郑州绿地原盛国际3号楼C座火灾 / Zhengzhou Greenland Yuansheng International Building 3C fire,2018-02-01,郑州绿地原盛国际3号楼C座外墙保温材料起火，无人员伤亡，疏散300余人。,https://www.henan100.com/news/2018/762138.shtml,34.75778,113.64861,高层建筑外立面火灾,办公楼,地上20层、地下2层，高约60米,南侧及东侧外墙，过火约2000平方米,未检索到,0.0,0.0,300.0,具体起火原因未查明,外墙保温与装饰材料发生大面积竖向燃烧,外立面约2000平方米受损；高层外墙扑救和坠落物风险突出,无人员伤亡；疏散300余人、搜救30余人,2018,henan100.com,B,Zhengzhou,Office/government,60.0,20.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0095,北美洲,United States,"Chicago, Illinois",John Hancock Center parking-garage fire,2018-02-11,A vehicle burned on the 7th-floor garage level of the 100-storey mixed-use tower; sprinklers held the fire.,https://www.cbsnews.com/chicago/news/john-hancock-center-parking-garage-car-fire/,41.8988,-87.623,high-rise building fire,mixed-use tower parking garage,100 floors; 344 m roof / 457 m antenna,未检索到,completed 1969,0.0,0.0,,vehicle fire; detailed ignition cause not stated,未检索到/待核实,未检索到/待核实,No injuries; about 150 firefighters responded.,2018,cbsnews.com,B,Chicago,Mixed use,344.0,100.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0096,亚洲,Turkey,Istanbul,Taksim Ilk Yardim Hospital fire,2018-04-05,Taksim Ilk Yardim Hospital高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 14。,http://www.middleeasteye.net/news/istanbuls-grenfell-hospital-fire-brings-city-safety-stark-relief,41.01384,28.94966,高层建筑外立面火灾,healthcare/care,未检索到,14,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 14。,2018,middleeasteye.net,B,Istanbul,Healthcare,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0097,北美洲,United States,"New York City, New York",Trump Tower apartment fire,2018-04-07,A residential-unit fire occurred high in the 58-storey mixed-use tower.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7624,-73.9738,high-rise building fire,mixed office/residential,58 floors; 202 m,未检索到,completed 1983,1.0,6.0,,electrical fire reported; exact initiating failure unresolved,未检索到/待核实,未检索到/待核实,1 civilian death and 6 firefighter injuries.,2018,ctif.org,C,New York City,Residential,202.0,58.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
